symbol_id,abb_zhname,name,registration,industry,tax_ID,found,listing,abb_enname,website,currency,par_value,description,type,enname
00774C,新光中政金綠債+R,新光全方位收益ETF傘型證券投資信託基金之新光中國10年期國債及政策金融附加綠債債券ETF證券投資信託基金-加掛人民幣ETF受益憑證-國外成份/加掛外幣證券指數股票型基金,,,74708917,2019-07-01,2019-08-28,,,,,中債-10年期國債及政策銀行債綠色增強指數,國外成份/加掛外幣證券指數股票型基金,Shin Kong 10 Years China Treasury Policy Bank Green Bond ETF RMB
00775B,新光投等債15+,新光全方位收益ETF傘型證券投資信託基金之新光富時15年以上特選產業美元投資等級債券ETF證券投資信託基金,,,74708894,2019-01-25,2019-02-15,,,,,富時15年期以上投資等級債券指數,國外成分證券指數股票型基金,Shin Kong FTSE 15 Years Investment Grade USD Corporate Bond ETF
00783,富邦中証500,富邦多元收益ⅡETF傘型證券投資信託基金之富邦中國中証中小500ETF證券投資信託基金,,,74721518,2019-03-20,2019-03-27,,,,,中証小盤500指數,國外成分證券指數股票型基金,Fubon China CSI 500 Index ETF
008201,BP上證50,標智上證50中國指數基金(本基金配息來源可能為本金),,,70806514,2009-04-09,2010-12-08,,,,,上證50指數,境外指數股票型基金,W.I.S.E. - SSE 50 China Tracker
00830,國泰費城半導體,國泰大三元ETF傘型證券投資信託基金之美國費城半導體證券投資信託基金,,,75968002,2019-04-23,2019-05-03,,,,,美國費城半導體指數,國外成分證券指數股票型基金,Cathay U.S. PHLX Semiconductor Sector ETF
00850,元大臺灣ESG永續,元大臺灣ESG永續ETF證券投資信託基金,,,76322163,2019-08-15,2019-08-23,,,,,臺灣永續指數,國內成分證券指數股票型基金,Yuanta FTSE4Good TIP Taiwan ESG ETF
00851,台新全球AI,台新SG全球AI機器人精選ETF證券投資信託基金,,,76321684,2019-07-30,2019-08-12,,,,,SG全球AI機器人精選指數,國外成分證券指數股票型基金,Taishin SG Global AI and Robotics Select ETF
00852L,國泰美國道瓊正2,國泰道瓊工業平均指數單日正向2倍證券投資信託基金,,,76325112,2019-08-15,2019-08-22,,,,,道瓊斯工業平均單日正向2倍指數,槓桿/反向指數股票型基金,Cathay DJIA Daily Leveraged 2X ETF
00861,元大全球未來通訊,元大全球未來通訊ETF證券投資信託基金,,,76347684,2019-11-11,2019-11-19,,,,,ICE FactSet 全球未來通訊指數,國外成分證券指數股票型基金,Yuanta Global NextGen Communications ETF
00865B,國泰US短期公債,國泰美國收益傘型證券投資信託基金之美國短期公債ETF證券投資信託基金,,,76355987,2019-11-15,2019-11-25,,,,,彭博巴克萊美國短期公債收益指數,國外成分證券指數股票型基金,Cathay Bloomberg Barclays US Short Term Treasury ETF
00875,國泰網路資安,國泰網路資安ETF證券投資信託基金,,,77060531,2020-03-23,2020-03-30,,,,,納斯達克ISE 全球網路資安指數,國外成分證券指數股票型基金,Cathay Cyber Security ETF
00876,元大未來關鍵科技,元大全球未來關鍵科技ETF證券投資信託基金,,,77549343,2020-06-22,2020-07-07,,,,,iSTOXX 全球未來關鍵科技指數,國外成分證券指數股票型基金,Yuanta Global NexGen Communication Innovative Technology ETF
00878,國泰永續高股息,國泰台灣高股息傘型證券投資信託基金之台灣ESG永續高股息ETF證券投資信託基金,,,88090913,2020-07-10,2020-07-20,,,,,MSCI臺灣ESG永續高股息精選30指數,國內成分證券指數股票型基金,Cathay MSCI Taiwan ESG Sustainability High Dividend Yield ETF
00881,國泰台灣5G+,國泰台灣5G PLUS ETF證券投資信託基金,,,88114133,2020-12-01,2020-12-10,,,,,臺灣指數公司特選臺灣上市上櫃FactSet 5G+通訊指數,國內成分證券指數股票型基金,Cathay Taiwan 5G PLUS ETF
00882,中信中國高股息,中國信託全球收益ETF傘型證券投資信託基金之中國信託恒生中國高股息ETF證券投資信託基金,,,88134187,2021-01-27,2021-02-04,,,,,恒生中國高股息率指數,國外成分證券指數股票型基金,CTBC Hang Seng China High Dividend Yield ETF
01001T,土銀富邦R1,,,,,,,,,,,,,
01002T,土銀國泰R1,,,,,,,,,,,,,
01003T,兆豐新光R1,,,,,,,,,,,,,
01004T,土銀富邦R2,,,,,,,,,,,,,
01007T,兆豐國泰R2,,,,,,,,,,,,,
01009T,王道圓滿R1,,,,,,,,,,,,,
01010T,京城樂富R1,,,,,,,,,,,,,
020000,富邦特選蘋果N,,,,,,,,,,,,,
020002,元富新中國N,,,,,,,,,,,,,
020004,兆豐電菁英30N,,,,,,,,,,,,,
020006,永昌中小300N,,,,,,,,,,,,,
020007,凱基臺灣500N,,,,,,,,,,,,,
020008,元大特股高息N,,,,,,,,,,,,,
020011,統一微波高息20N,,,,,,,,,,,,,
020012,富邦行動通訊N,,,,,,,,,,,,,
020015,統一MSCI美低波N,,,,,,,,,,,,,
020016,統一MSCI美科技N,,,,,,,,,,,,,
020018,統一價值成長30N,,,,,,,,,,,,,
020019,統一特選台灣5GN,,,,,,,,,,,,,
02001L,富邦蘋果正二N,,,,,,,,,,,,,
02001R,富邦蘋果反一N,,,,,,,,,,,,,
020020,元大台股領航N,,,,,,,,,,,,,
020022,元大電動車N,,,,,,,,,,,,,
1101,台泥,台灣水泥股份有限公司,,1.0,11913502,1950-12-29,1962-02-09,TCC,http://www.taiwancement.com,TWD,10.0,,,
1101B,台泥乙特,,,,,,,,,,,,,
1102,亞泥,亞洲水泥股份有限公司,,1.0,03244509,1957-03-21,1962-06-08,ACC,https://www.acc.com.tw,TWD,10.0,,,
1103,嘉泥,嘉新水泥股份有限公司,,1.0,11892801,1954-12-13,1969-11-14,CHC,https://www.chcgroup.com.tw,TWD,10.0,,,
1104,環泥,環球水泥股份有限公司,,1.0,07568009,1960-03-21,1971-02-01,UCC,https://www.ucctw.com,TWD,10.0,,,
1108,幸福,幸福水泥股份有限公司,,1.0,40601248,1974-05-07,1990-06-06,LUCKY CEMENT,https://www.luckygrp.com.tw,TWD,10.0,,,
1109,信大,信大水泥股份有限公司,,1.0,03279507,1964-03-15,1991-12-05,HsingTa,https://www.hsingta.com.tw,TWD,10.0,,,
1110,東泥,東南水泥股份有限公司,,1.0,83078600,1956-12-28,1994-10-22,TUNA CEMENT,https://www.southeastcement.com.tw,TWD,10.0,,,
1201,味全,味全食品工業股份有限公司,,2.0,11347802,1953-09-22,1962-02-09,WEI CHUAN,http://www.weichuan.com.tw,TWD,10.0,,,
1203,味王,味王股份有限公司,,2.0,07067309,1959-07-04,1964-08-24,VE WONG,http://www.vewong.com,TWD,10.0,,,
1210,大成,大成長城企業股份有限公司,,2.0,73008303,1960-12-28,1978-05-20,GREATWALL,http://www.dachan.com,TWD,10.0,,,
1213,大飲,大西洋飲料股份有限公司,,2.0,35012903,1965-07-24,1981-04-10,N,http://applesidra.com.tw,TWD,10.0,,,
1215,卜蜂,台灣卜蜂企業股份有限公司,,2.0,36514783,1977-08-22,1987-07-27,CPE,http://www.cptwn.com.tw,TWD,10.0,,,
1216,統一,統一企業股份有限公司,,2.0,73251209,1967-08-25,1987-12-28,UNI-PRESIDENT,https://www.uni-president.com.tw,TWD,10.0,,,
1217,愛之味,愛之味股份有限公司,,2.0,65534366,1971-06-26,1989-10-28,AGV,https://www.agv.com.tw,TWD,10.0,,,
1218,泰山,泰山企業股份有限公司,,2.0,59661701,1950-10-26,1989-11-11,TAISUN,https://www.taisun.com.tw,TWD,10.0,,,
1219,福壽,福壽實業股份有限公司,,2.0,56192402,1955-02-07,1990-12-01,FWUSOW,https://www.fwusow.com.tw,TWD,10.0,,,
1220,台榮,台榮產業股份有限公司,,2.0,03543210,1969-03-13,1991-11-20,TAIROUN,http://www.tairoun.com.tw/,TWD,10.0,,,
1225,福懋油,福懋油脂股份有限公司,,2.0,22102298,1986-04-18,1993-09-27,FOPCO,https://WWW.FOPCO.COM.TW,TWD,10.0,,,
1227,佳格,佳格食品股份有限公司,,2.0,22102473,1986-06-06,1994-04-09,S.F.C,http://www.sfworldwide.com/,TWD,10.0,,,
1229,聯華,聯華實業投資控股股份有限公司,,2.0,11996904,1955-07-20,1976-07-19,LHIHC,https://www.lhicholdings.com/,TWD,10.0,,,
1231,聯華食,聯華食品工業股份有限公司,,2.0,07569627,1970-07-07,1995-11-02,Lian Hwa Foods,https://www.lianhwa.com.tw,TWD,10.0,,,
1232,大統益,大統益股份有限公司,,2.0,20927014,1982-05-24,1996-02-09,TTET,http://www.ttet.com.tw,TWD,10.0,,,
1233,天仁,天仁茶業股份有限公司,,2.0,18559415,1975-12-11,1999-01-20,Ten Ren,http://www.tenren.com.tw/,TWD,10.0,,,
1234,黑松,黑松股份有限公司,,2.0,20651901,1969-12-13,1999-03-12,HEY-SONG,https://www.heysong.com.tw,TWD,10.0,,,
1235,興泰,興泰實業股份有限公司,,2.0,85617982,1972-11-15,2000-09-11,ST,https://www.shintai-feed.com.tw,TWD,10.0,,,
1236,宏亞,宏亞食品股份有限公司,,2.0,34106066,1976-06-14,2001-09-17,Hunya,https://www.hunya.com.tw,TWD,10.0,,,
1256,鮮活果汁-KY,鮮活控股股份有限公司,KY 開曼群島                                                    ,2.0,37759808,2010-01-12,2016-03-17,Sunjuice,http://www.myfreshjuice.com,TWD,10.0,,,
1301,台塑,台灣塑膠工業股份有限公司,,3.0,75708007,1954-11-05,1964-07-27,FPC,http://www.fpc.com.tw,TWD,10.0,,,
1303,南亞,南亞塑膠工業股份有限公司,,3.0,75370905,1958-08-22,1967-11-05,NPC,http://www.npc.com.tw,TWD,10.0,,,
1304,台聚,台灣聚合化學品股份有限公司,,3.0,11917107,1965-05-26,1972-05-20,USI,https://www.usife.com.tw,TWD,10.0,,,
1305,華夏,華夏海灣塑膠股份有限公司,,3.0,11686106,1964-04-29,1973-03-05,CGPC,https://www.cgpc.com.tw,TWD,10.0,,,
1307,三芳,三芳化學工業股份有限公司,,3.0,83387850,1973-06-16,1985-11-23,SAN FANG,http://www.sanfang.com.tw,TWD,10.0,,,
1308,亞聚,亞洲聚合股份有限公司,,3.0,20747385,1977-01-25,1986-06-20,APC,HTTP://WWW.apc.com.tw,TWD,10.0,,,
1309,台達化,台達化學工業股份有限公司,,3.0,11893409,1960-04-06,1986-06-27,TTC,http://www.ttc.com.tw,TWD,10.0,,,
1310,台苯,台灣苯乙烯工業股份有限公司,,3.0,20844865,1979-11-16,1987-08-06,T.S.M.C.,https://www.smct.com.tw,TWD,10.0,,,
1312,國喬,國喬石油化學股份有限公司,,3.0,04212250,1973-09-25,1988-12-21,GPPC,http://www.gppc.com.tw,TWD,10.0,,,
1312A,國喬特,,,,,,,,,,,,,
1313,聯成,聯成化學科技股份有限公司,,3.0,04748660,1976-08-14,1989-03-27,UPC,http://www.upc.com.tw,TWD,10.0,,,
1314,中石化,中國石油化學工業開發(股)公司,,3.0,03084741,1969-07-08,1991-07-12,CPDC,https://www.cpdc.com.tw,TWD,10.0,,,
1315,達新,達新工業股份有限公司,,3.0,51059101,1966-10-24,1992-05-09,TAH HSIN,https://www.tahhsin.com.tw,TWD,10.0,,,
1316,上曜,上曜建設開發股份有限公司,,14.0,73654033,1979-12-11,1992-10-15,SUN  YAD,https://www.sunyad.com.tw,TWD,10.0,,,
1319,東陽,東陽實業廠股份有限公司,,12.0,68326665,1967-10-30,1994-12-12,OTN,https://WWW.TYG.COM.TW,TWD,10.0,,,
1321,大洋,大洋塑膠工業股份有限公司,,3.0,15024509,1965-06-07,1999-01-26,OPC,https://www.opc.com.tw,TWD,10.0,,,
1323,永裕,永裕塑膠工業股份有限公司,,3.0,68192103,1973-04-02,2000-09-11,YONYU,https://www.yonyu.com.tw,TWD,10.0,,,
1324,地球,地球綜合工業股份有限公司,,3.0,07147916,1964-12-08,2000-09-11,GLOBE TAPE,http://www.globetape.com.tw,TWD,10.0,,,
1325,恆大,恒大股份有限公司,,3.0,11455800,1962-10-14,2000-09-11,UK,https://www.uk.com.tw,TWD,10.0,,,
1326,台化,台灣化學纖維股份有限公司,,3.0,58650902,1965-03-05,1984-12-20,FCFC,http://www.fcfc.com.tw,TWD,10.0,,,
1337,再生-KY,亞洲塑膠再生資源控股有限公司,KY 開曼群島                                                    ,3.0,26068617,2010-01-08,2011-08-17,Asia Plastic,http://asia-recycle.com,TWD,10.0,,,
1338,廣華-KY,廣華控股有限公司,KY 開曼群島                                                    ,12.0,26594386,2009-12-08,2012-12-19,Hiroca,https://www.hirosawa.com.cn,TWD,10.0,,,
1339,昭輝,昭輝實業股份有限公司,,12.0,22078327,1986-03-07,2012-04-24,Y.C.C.,http://www.yccco.com.tw,TWD,10.0,,,
1340,勝悅-KY,勝悅新材料有限公司,KY 開曼群島                                                    ,3.0,37722768,2012-06-14,2014-01-14,VICTORY,https://www.vnm.com.tw,TWD,10.0,,,
1341,富林-KY,富林塑膠工業(開曼)控股(股)公司,KY 開曼群島                                                    ,3.0,82716171,2016-11-30,2018-12-24,FULIN-KY,http://www.fulinvn.com,TWD,10.0,,,
1342,八貫,八貫企業股份有限公司,,20.0,12386676,1982-06-17,2020-11-24,CCI Yilan,http://www.cathayconsolidated.com,TWD,10.0,,,
1402,遠東新,遠東新世紀股份有限公司,,4.0,03522600,1954-01-13,1967-04-14,FENC,https://www.fenc.com,TWD,10.0,,,
1409,新纖,新光合成纖維股份有限公司,,4.0,07435515,1967-04-25,1973-08-31,SSFC,https://www.shinkong.com.tw,TWD,10.0,,,
1410,南染,南洋染整股份有限公司,,4.0,35286207,1964-12-22,1973-10-18,NYDF,https://www.nydf.com.tw,TWD,10.0,,,
1413,宏洲,宏洲纖維工業股份有限公司,,4.0,07220710,1968-07-30,1975-12-23,H.C.,http://www.hungchou.com.tw/,TWD,10.0,,,
1414,東和,東和紡織股份有限公司,,4.0,73141105,1959-09-11,1976-02-02,TUNG HO,https://www.tungho.com.tw,TWD,10.0,,,
1416,廣豐,廣豐實業股份有限公司,,20.0,43434316,1968-06-28,1976-04-20,KFIC,https://www.kfic.com.tw,TWD,10.0,,,
1417,嘉裕,嘉裕股份有限公司,,4.0,11825825,1969-12-12,1976-12-28,CARNIVAL,http://www.carnival.com.tw/cnl/investor_zone,TWD,10.0,,,
1418,東華,東華合纖股份有限公司,,4.0,11083148,1970-03-02,1977-02-14,TONG-HWA,https://thfin.myweb.hinet.net,TWD,10.0,,,
1419,新紡,新光紡織股份有限公司,,4.0,07435901,1955-06-06,1977-03-14,SHINKO.TEXTILE,http://www.sktextile.com.tw,TWD,10.0,,,
1423,利華,利華羊毛工業股份有限公司,,4.0,11311608,1964-07-23,1979-04-02,REWARD WOOL,https://www.reward.com.tw,TWD,10.0,,,
1432,大魯閣,大魯閣實業股份有限公司,,18.0,04690983,1973-07-18,1982-07-26,TAROKO,http://www.taroko.com.tw/c/index.php,TWD,10.0,,,
1434,福懋,福懋興業股份有限公司,,4.0,14001199,1973-04-19,1985-12-24,F.T.C,http://www.ftc.com.tw,TWD,10.0,,,
1435,中福,中福國際(股)公司,,20.0,03101946,1971-01-15,1987-12-28,C.F.CORP.,https://www.chungfutex.com.tw,TWD,10.0,,,
1436,華友聯,華友聯開發股份有限公司(原福益),,14.0,07510318,1967-01-31,1988-04-11,HUA YU LIEN,https://www.huakai.com.tw,TWD,10.0,,,
1437,勤益控,勤益投資控股股份有限公司,,20.0,35535607,1961-02-23,1988-11-10,GTM,http://www.gtm.com.tw,TWD,10.0,,,
1438,三地開發,三地開發地產股份有限公司,,14.0,03561011,1955-10-11,1988-12-15,SanDi,http://www.sandirealestate.com.tw/,TWD,10.0,,,
1439,中和,中和羊毛工業股份有限公司,,4.0,11113403,1964-10-01,1989-05-22,CWT,http://www.chuwa.com.tw,TWD,10.0,,,
1440,南紡,臺南紡織股份有限公司,,4.0,68919301,1955-03-21,1989-10-03,TAINAN SPINNING,https://www.tainanspin.com.tw,TWD,10.0,,,
1441,大東,大東紡織股份有限公司,,4.0,51037304,1958-03-15,1989-10-27,TAH TONG,https://www.tahtong.com.tw,TWD,10.0,,,
1442,名軒,名軒開發股份有限公司,,14.0,04615057,1974-07-18,1989-11-16,ADVANCETEK,http://www.advancetek.com.tw,TWD,10.0,,,
1443,立益,立益紡織股份有限公司,,4.0,04287483,1972-11-25,1990-04-21,LILYTEXTILE,https://www.lily.com.tw,TWD,10.0,,,
1444,力麗,力麗企業股份有限公司,,4.0,07663290,1979-01-15,1990-08-08,LEALEA,https://www.lealeagroup.com.tw/,TWD,10.0,,,
1445,大宇,大宇紡織股份有限公司,,4.0,07015014,1969-09-12,1991-02-05,UNIVERSAL,https://www.utc.tw,TWD,10.0,,,
1446,宏和,宏和精密紡織股份有限公司,,4.0,73641170,1978-06-09,1991-10-15,HONG HO,https://www.hongho.com.tw,TWD,10.0,,,
1447,力鵬,力鵬企業股份有限公司,,4.0,33955322,1975-08-20,1992-01-28,LP,http://www.lipeng.com.tw,TWD,10.0,,,
1449,佳和,佳和實業股份有限公司,,4.0,72055019,1972-12-12,1992-05-06,CHIA HER,https://www.chgtex.com,TWD,10.0,,,
1451,年興,年興紡織股份有限公司,,4.0,22266307,1986-10-13,1992-12-21,NIEN HSING,https://www.nhjeans.com/,TWD,10.0,,,
1452,宏益,宏益纖維工業股份有限公司,,4.0,43121481,1968-08-23,1992-12-28,HONG YI,http://www.hongyilon.com.tw,TWD,10.0,,,
1453,大將,大將開發股份有限公司,,4.0,07617901,1978-04-15,1993-04-19,TA  JIANG,https://www.tajiang.com.tw,TWD,10.0,,,
1454,台富,台灣富綢纖維股份有限公司,,4.0,04301794,1973-06-01,1993-05-07,TTF,http://www.ttfco.com,TWD,10.0,,,
1455,集盛,集盛實業股份有限公司,,4.0,43295237,1969-08-18,1993-10-07,ZIG SHENG,https://www.zigsheng.com,TWD,10.0,,,
